Baseline Agriculture,,,,,,,,,,,,,,,,,
Greenhouse gas emissions for Agricultural Activites,,,,,,,,,,,,,,,,,
Source:,,,,,,,,,,,,,,,,,
Sector,Subsector,End-Use Application,Activity,Activity Type,Activity Basis,Case,Flow Name,Formula,Unit,Year,Value,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Distillate Fuel Oil,,MMBtu,2029,442744049,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Distillate Fuel Oil,,MMBtu,2028,437146729,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Distillate Fuel Oil,,MMBtu,2027,431708038,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Distillate Fuel Oil,,MMBtu,2026,425240845,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Distillate Fuel Oil,,MMBtu,2025,418576874,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Distillate Fuel Oil,,MMBtu,2024,411506744,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Distillate Fuel Oil,,MMBtu,2023,404832245,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Distillate Fuel Oil,,MMBtu,2022,396744751,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Distillate Fuel Oil,,MMBtu,2021,384548645,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Distillate Fuel Oil,,MMBtu,2020,352723999,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2050,420339783,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2049,414417572,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2048,408623016,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2047,402939087,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2046,397412628,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2045,391958069,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2044,386526978,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2043,381210388,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2042,376009003,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2041,370817108,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2040,365724060,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2039,360748108,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2038,355769775,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2037,350870575,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2036,345997314,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2035,341053986,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2034,336029358,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2033,330991455,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2032,326429077,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2031,321961914,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2030,316976868,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2029,312097351,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2028,307461182,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2027,302892059,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2026,297278168,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2025,291525940,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2024,285405792,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2023,279556030,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2022,271965088,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2021,261413147,,,,,,
Agriculture,-,On Farm Energy Use,,,,BAU,Electricity,,MMBtu,2020,250746902,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2020,0,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2021,-0.123011905,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2022,-0.24602381,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2023,-0.369035714,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2024,-0.492047619,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2025,-0.615059524,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2026,-0.738071429,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2027,-0.861083333,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2028,-0.984095238,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2029,-1.107107143,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2030,-1.230119048,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2031,-1.353130952,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2032,-1.476142857,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2033,-1.599154762,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2034,-1.722166667,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2035,-1.845178571,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2036,-1.968190476,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2037,-2.091202381,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2038,-2.214214286,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2039,-2.33722619,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2040,-2.460238095,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2041,-2.58325,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2042,-2.706261905,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2043,-2.82927381,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2044,-2.952285714,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2045,-3.075297619,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2046,-3.198309524,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2047,-3.321321429,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2048,-3.444333333,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2049,-3.567345238,,,,,,
Agriculture,-,Manure management - CH4,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2050,-3.690357143,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2020,0,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2021,-0.003326415,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2022,-0.00665283,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2023,-0.009979245,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2024,-0.01330566,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2025,-0.016632075,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2026,-0.019958491,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2027,-0.023284906,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2028,-0.026611321,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2029,-0.029937736,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2030,-0.033264151,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2031,-0.036590566,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2032,-0.039916981,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2033,-0.043243396,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2034,-0.046569811,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2035,-0.049896226,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2036,-0.053222642,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2037,-0.056549057,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2038,-0.059875472,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2039,-0.063201887,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2040,-0.066528302,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2041,-0.069854717,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2042,-0.073181132,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2043,-0.076507547,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2044,-0.079833962,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2045,-0.083160377,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2046,-0.086486792,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2047,-0.089813208,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2048,-0.093139623,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2049,-0.096466038,,,,,,
Agriculture,-,Manure management - N2O,Anaerobic digestor,,,Mitigation,Consumption,,MMmt,2050,-0.099792453,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2020,0,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2021,-0.025896868,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2022,-0.051793736,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2023,-0.077690604,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2024,-0.103587472,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2025,-0.12948434,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2026,-0.155381208,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2027,-0.181278076,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2028,-0.207174944,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2029,-0.233071812,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2030,-0.25896868,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2031,-0.284865548,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2032,-0.310762416,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2033,-0.336659284,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2034,-0.362556152,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2035,-0.38845302,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2036,-0.414349888,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2037,-0.440246756,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2038,-0.466143624,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2039,-0.492040492,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2040,-0.51793736,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2041,-0.543834228,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2042,-0.569731096,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2043,-0.595627964,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2044,-0.621524832,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2045,-0.6474217,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2046,-0.673318568,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2047,-0.699215436,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2048,-0.725112304,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2049,-0.751009172,,,,,,
Agriculture,-,Soil N2O emissions,Precision farming,,,Mitigation,,,MMmt,2050,-0.77690604,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2020,0,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2021,-0.010413333,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2022,-0.020826667,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2023,-0.03124,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2024,-0.041653333,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2025,-0.052066667,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2026,-0.06248,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2027,-0.072893333,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2028,-0.083306667,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2029,-0.09372,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2030,-0.104133333,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2031,-0.114546667,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2032,-0.12496,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2033,-0.135373333,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2034,-0.145786667,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2035,-0.1562,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2036,-0.166613333,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2037,-0.177026667,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2038,-0.18744,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2039,-0.197853333,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2040,-0.208266667,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2041,-0.21868,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2042,-0.229093333,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2043,-0.239506667,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2044,-0.24992,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2045,-0.260333333,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2046,-0.270746667,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2047,-0.28116,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2048,-0.291573333,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2049,-0.301986667,,,,,,
Agriculture,-,Rice Cultivation - CH4,Water and residue management,,,Mitigation,,,MMmt,2050,-0.3124,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2050,-936538086,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2049,-928799988,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2048,-921231873,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2047,-913816162,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2046,-906634033,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2045,-899564941,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2044,-892539001,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2043,-885666626,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2042,-878918335,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2041,-872186523,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2040,-865661743,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2039,-859092773,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2038,-852375702,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2037,-845710205,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2036,-839064697,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2035,-832654266,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2034,-826121887,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2033,-819591064,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2032,-813911072,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2031,-807342163,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2030,-801330139,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2029,-795468048,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2028,-789870728,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2027,-784432037,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2026,-777964844,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2025,-771300873,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2024,-764230743,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2023,-757556244,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2022,-749468750,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2021,-737272644,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2020,0,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2050,936538086,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2049,928799988,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2048,921231873,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2047,913816162,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2046,906634033,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2045,899564941,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2044,892539001,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2043,885666626,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2042,878918335,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2041,872186523,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2040,865661743,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2039,859092773,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2038,852375702,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2037,845710205,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2036,839064697,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2035,832654266,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2034,826121887,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2033,819591064,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2032,813911072,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2031,807342163,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2030,801330139,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2029,795468048,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2028,789870728,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2027,784432037,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2026,777964844,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2025,771300873,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2024,764230743,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2023,757556244,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2022,749468750,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2021,737272644,,,,,,
Agriculture,-,On Farm Energy Use,On-Farm Electrification,,,Mitigation,,,MMBtu,2020,0,,,,,,
